Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Suzumiya Haruhi-Chan no Mahjong,PSP,2011,Misc,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,
Commandos 3: Destination Berlin,PC,2003,Strategy,Eidos Interactive,0,0.02,0,0,0.02,72,24,7.6,83,Pyro Studios,T
Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002,Adventure,Victor Interactive,0,0,0.02,0,0.02,,,,,,
James Bond 007: Blood Stone,PC,2010,Shooter,Activision,0.02,0,0,0,0.02,63,17,7.1,72,Bizarre Creations,T
Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,0,0.01,0,0,0.02,74,37,8.2,13,Deadline Games,M
Writing and Speaking Beautiful Japanese DS,DS,N/A,Misc,Unknown,0,0,0.02,0,0.02,,,,,,
Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006,Action,Sega,0,0,0.02,0,0.02,,,,,,
Kong: The Animated Series,GBA,2002,Action,BAM! Entertainment,0.01,0,0,0,0.02,52,4,,,Planet Interactive,E
Puzzle Quest: Challenge of the Warlords,PSP,2007,Puzzle,D3Publisher,0.01,0,0,0,0.02,84,32,8,19,"Vicious Cycle, Infinite Interactive",E10+
Casper's Scare School: Spooky Sports Day,DS,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02,,,,,The Code Monkeys,E
Koisuru Otome to Shugo no Tate Portable,PSP,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana,3DS,2012,Action,Irem Software Engineering,0,0,0.02,0,0.02,,,,,,
Garfield's Nightmare,DS,2007,Platform,Game Factory,0.01,0,0,0,0.02,70,9,,,Shin'en,E
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,
Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,
Iridium Runners,PS2,2008,Racing,SouthPeak Games,0.01,0.01,0,0,0.02,57,12,,,Playstos Entertainment,E
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Tiny Toon Adventures: Wacky Stackers,GBA,2001,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.02,58,5,,,Warthog,E
Princess Frontier Portable,PSP,2011,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,
Rock Blast,Wii,2010,Puzzle,UFO Interactive,0.02,0,0,0,0.02,,,,,UFO Interactive,E
Touch Detective (JP sales),DS,2006,Adventure,505 Games,0,0,0.02,0,0.02,,,,,,
Emergency Mayhem,Wii,2008,Racing,Codemasters,0.02,0,0,0,0.02,40,21,4.3,4,Supersonic Software,T
Mary King's Riding School,DS,2008,Simulation,Ghostlight,0,0.02,0,0,0.02,,,,,Coyote Console,
Voodoo Chronicles: First Sign,PC,2011,Adventure,ValuSoft,0.02,0,0,0,0.02,,,,,,
Rising Zan: The Samurai Gunman,PS,1998,Action,Agetec,0.01,0.01,0,0,0.02,,,,,,
Uru: Ages Beyond Myst,PC,2003,Adventure,Ubisoft,0,0.02,0,0,0.02,79,22,7.6,29,Cyan Worlds,E
Prince of Stride,PSV,2015,Adventure,Kadokawa Games,0,0,0.02,0,0.02,,,,,,
Robopon 2: Cross Version,GBA,2001,Role-Playing,Hudson Entertainment,0.01,0,0,0,0.02,,,,,,
Mai-Otome Hime: Otome Butou Shi,PS2,2006,Fighting,Sunrise Interactive,0,0,0.02,0,0.02,,,,,,
Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,0,0.02,0,0,0.02,,,7.6,5,1st Playable Productions,E10+
TMNT: Mutant Melee,XB,2005,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.02,43,13,4.8,5,Konami Computer Entertainment Hawaii,T
Ultimate Puzzle Games,GBA,2005,Puzzle,Telegames,0.01,0,0,0,0.02,,,,,"Telegames, Inc.",E
Kimikare: New Semester,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,2008,Action,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Prototype: Biohazard Bundle,PS4,2016,Action,Activision,0.01,0,0,0,0.02,48,4,2,53,Radical Entertainment,M
RoboCop,XB,2003,Shooter,Titus,0.01,0,0,0,0.02,30,9,3.6,12,Titus Software,M
Haneru no Tobira Wii: Girigirissu,Wii,2007,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009,Role-Playing,Starfish,0,0,0.02,0,0.02,,,,,,
Titanic Mystery,Wii,2010,Puzzle,O-Games,0.02,0,0,0,0.02,,,,,Purple Hills,T
Aqua Panic!,DS,2009,Puzzle,Neko Entertainment,0.01,0.01,0,0,0.02,,,,,,
Blazing Souls,PS2,2006,Role-Playing,Idea Factory,0,0,0.02,0,0.02,,,,,,
Blood Bowl: Legendary Edition,PC,2010,Sports,Focus Home Interactive,0,0.01,0,0,0.02,73,13,6.4,75,Cyanide,T
Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0,0.02,0,0,0.02,50,16,5,14,Magenta Software,E10+
Worms,X360,2007,Strategy,Microsoft Game Studios,0,0.02,0,0,0.02,75,25,6.9,28,Team 17,E10+
Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012,Action,CyberFront,0,0,0.02,0,0.02,,,,,,
NHL 2K3,GC,2002,Sports,Sega,0.01,0,0,0,0.02,89,11,7,6,Treyarch,E
The Hustle: Detroit Streets,XB,2006,Sports,Activision,0.01,0,0,0,0.02,52,4,,,Blade Interactive,T
Tail of the Sun,PS,1996,Role-Playing,ArtDink,0.01,0.01,0,0,0.02,,,,,,
Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0,0.02,0,0,0.02,,,,,Revolution Software,
Barnyard Blast: Swine of the Night,DS,2008,Platform,Big Ben Interactive,0.02,0,0,0,0.02,,,,,"Sanuk Software Co., Ltd., Sanuk Games",E10+
Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0,0.02,0,0,0.02,,,7.3,7,Telltale Games,T
Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Misc,Atari,0.01,0,0,0,0.02,55,15,8,5,Art,E
Balls of Fury,DS,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02,62,7,,,Black Lantern Studios,E10+
Still Life 2,PC,2009,Adventure,Rondomedia,0,0.01,0,0,0.02,67,15,5.7,54,GameCo,M
Virtua Quest,PS2,N/A,Role-Playing,Unknown,0.01,0.01,0,0,0.02,53,17,7.6,5,Artificial Mind and Movement,T
Disney Sports Basketball,GBA,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,73,5,,,Konami,E
Ozzy & Drix,GBA,2003,Platform,Midway Games,0.01,0,0,0,0.02,,,,,,
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006,Misc,Yamasa Entertainment,0,0,0.02,0,0.02,,,,,,
Disney Sports Football,GC,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,59,8,,,KCEO,E
Castle Shikigami 2,PS2,2004,Shooter,Play It,0.01,0.01,0,0,0.02,67,4,7.4,8,Alfa System,E
Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire,0,0,0.02,0,0.02,,,,,,
Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,0,0.01,0,0,0.02,,,,,,
Gadget Racers (PAL),PS2,2002,Racing,Zoo Digital Publishing,0,0,0.02,0,0.02,,,,,,
Moe Star: Moeru Toudai Eigojuku,DS,2008,Misc,Mirai Shounen,0,0,0.02,0,0.02,,,,,,
The Cube,Wii,2012,Action,Funbox Media,0,0.02,0,0,0.02,,,,,,
Bejeweled Blitz,PC,2010,Puzzle,Mastertronic,0,0.01,0,0,0.02,,,,,PopCap,E
Peggle Nights,PC,2008,Puzzle,PopCap Games,0,0.01,0,0,0.02,76,15,8.1,24,PopCap,E
Pulse Racer,XB,2003,Racing,Jaleco,0.01,0,0,0,0.02,24,7,2.8,17,Jaleco Entertainment,E
Freestyle Metal X,GC,2003,Racing,Midway Games,0.01,0,0,0,0.02,,,,,,
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Spirits & Spells,GC,2003,Platform,Wanadoo,0.01,0,0,0,0.02,,,,,,
Agatha Christie: Death on the Nile,PC,2008,Adventure,Big Fish Games,0,0.01,0,0,0.02,,,,,Oberon Media,T
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,,,,,,
NBA 07,PS2,2006,Sports,Sony Computer Entertainment,0.01,0.01,0,0,0.02,63,24,6.8,5,SCEA,E
Mystery Tales 2: The Spirit Mask,DS,2011,Puzzle,Unknown,0,0.02,0,0,0.02,,,,,Easy Interactive,E10+
Rogue Trooper,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02,71,37,8.5,11,Rebellion,T
Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,0.01,0.01,0,0,0.02,69,16,6.5,22,Microsoft Game Studios,E
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Tomb Raider: Legend,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02,82,31,7.9,244,Nixxes Software,T
Command & Conquer 3: Kane's Wrath,PC,2008,Strategy,Electronic Arts,0,0.01,0,0,0.02,,,,,,
Eyeshield 21: Portable Edition,PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Taishou Moebius Line Vitable,PSV,2016,Adventure,dramatic create,0,0,0.02,0,0.02,,,,,,
Robotics;Notes,PSV,2014,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Machi: Unmei no Kousaten,PSP,2006,Adventure,ChunSoft,0,0,0.02,0,0.02,,,,,,
Golden Nugget Casino DS,DS,2005,Misc,Majesco Entertainment,0.02,0,0,0,0.02,,,,,Skyworks Technologies,T
Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0,0,0.02,0,0.02,,,,,,
World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,1994,Sports,Misawa,0,0,0.02,0,0.02,,,,,,
Ketsui Death Label,DS,2008,Shooter,Arika,0,0,0.02,0,0.02,,,,,,
This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02,,,,,,
Mechanic Master 2,DS,2010,Puzzle,Crave Entertainment,0.02,0,0,0,0.02,,,,,Crave,E
SD Gundam Force,GBA,2004,Shooter,Namco Bandai Games,0.01,0,0,0,0.02,,,,,Bandai,E
Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,,,,
Abunai: Koi no Sousa Shitsu,PSV,2015,Action,Asgard,0,0,0.02,0,0.02,,,,,,
Shonen Jump's Yu-Gi-Oh! GX Card Almanac,DS,N/A,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007,Misc,D3Publisher,0,0,0.02,0,0.02,,,,,,
Raven Squad: Operation Hidden Dagger,PC,2009,Shooter,Evolved Games,0.02,0,0,0,0.02,39,11,3.1,61,Atomic Motion,T
Monster High 13 Wishes,3DS,2013,Action,Little Orbit,0,0.02,0,0,0.02,,,,,Game Machine Studios,E
Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02,,,1.8,4,Data Design Interactive,E
Canada Hunt,Wii,2010,Sports,Virtual Play Games,0.02,0,0,0,0.02,,,,,Virtual Play Inc.,T
Planetarian: Chiisana Hoshi no Yume,PSP,2009,Adventure,Prototype,0,0,0.02,0,0.02,,,,,,
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,0,0,0.02,0,0.02,,,,,,
Roommate Asami: Okusama wa Joshikousei,PS2,2002,Adventure,Datam Polystar,0,0,0.02,0,0.02,,,,,,
Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007,Misc,D3Publisher,0.01,0,0,0,0.02,,,,,,
Pirates: Legend of the Black Buccaneer,PS2,2006,Adventure,10TACLE Studios,0.01,0.01,0,0,0.02,42,4,7,5,WideScreen Games,T
Let's Dance with Mel B,X360,2011,Sports,Black Bean Games,0,0.02,0,0,0.02,,,,,Lightning Fish Games,T
Horrid Henry: Missions of Mischief,Wii,2010,Adventure,SouthPeak Games,0,0.01,0,0,0.02,,,,,Asylum Entertainment,E
East India Company,PC,2009,Strategy,Paradox Interactive,0.01,0,0,0,0.02,67,28,5.7,49,Nitro Games,T
Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Ginga Tetsudou 999 DS,DS,2010,Adventure,Culture Brain,0,0,0.02,0,0.02,,,,,,
Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory,0.02,0,0,0,0.02,62,20,6.5,11,"Neverland, Idea Factory",E10+
Koihime Enbu,PS4,2016,Fighting,Yeti,0,0,0.02,0,0.02,,,,,,
Franklin: A Birthday Surprise,PS2,2006,Misc,Game Factory,0.01,0.01,0,0,0.02,,,,,Neko Entertainment,E
Without Warning,XB,N/A,Shooter,Capcom,0.01,0,0,0,0.02,45,25,2,5,CiRCLE,M
Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,,,
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Zoids Dash,DS,2006,Role-Playing,Tomy Corporation,0,0,0.02,0,0.02,,,,,,
Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,0.01,0.01,0,0,0.02,64,5,8.8,71,Bandai,E
Vitamin X Evolution Plus,PSP,2010,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
NEVES,DS,2007,Puzzle,Ignition Entertainment,0.01,0,0,0,0.02,70,26,,,"Yuke's, Yuke's Company of America",E
Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
Wild West Shootout,Wii,2010,Shooter,Unknown,0.01,0.01,0,0,0.02,,,,,Funbox Media,T
MuvLuv Double Pack,PSV,2016,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Super Speed Machines,DS,2009,Racing,Midas Interactive Entertainment,0.02,0,0,0,0.02,,,,,Kemco,E
Goblin Commander: Unleash the Horde,GC,2003,Strategy,Jaleco,0.01,0,0,0,0.02,71,19,7.8,6,Jaleco Entertainment,T
Final Fight: Streetwise,XB,2006,Action,Capcom,0.01,0,0,0,0.02,42,29,4,4,Secret Level,M
Nano Diver,PSP,2011,Action,Takara Tomy,0,0,0.02,0,0.02,,,,,,
Mary King's Riding School 2,Wii,2009,Simulation,Midas Interactive Entertainment,0,0.02,0,0,0.02,,,,,,
Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Top Gear RPM Tuning,XB,2005,Racing,Wanadoo,0.01,0,0,0,0.02,45,10,7.5,4,Babylon Software,T
Painkiller: Hell & Damnation,X360,2013,Shooter,Nordic Games,0,0.01,0,0,0.02,,,,,,
Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,Adventure,GungHo,0,0,0.02,0,0.02,,,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Cross + Channel,PSP,2010,Adventure,CyberFront,0,0,0.02,0,0.02,,,,,,
Mark McMorris Infinite Air,PS4,2016,Sports,FuRyu Corporation,0.01,0,0,0,0.02,49,15,6,29,HB Studios Multimedia,T
Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02,,,,,,
Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Shooter,Activision,0.02,0,0,0,0.02,,,,,Cauldron Ltd.,T
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Micro Machines V4,PSP,2006,Racing,Codemasters,0.01,0,0,0,0.02,61,18,,,Supersonic Software,E
Root Infinity Rexx,PSV,2015,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02,72,6,5.6,16,Kalypso,M
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Memories Off: Yubikiri no Kikou,PSP,2011,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Hurry Up Hedgehog!,DS,2009,Racing,O-Games,0.02,0,0,0,0.02,,,,,,
L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Battle Engine Aquila,XB,2003,Shooter,Atari,0.01,0,0,0,0.02,76,28,,,Lost Toys,T
Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0,0.02,0,0,0.02,87,59,8.7,2089,Larian Studios,M
One Piece Mansion,PS,2001,Action,Capcom,0.01,0.01,0,0,0.02,62,12,,,Capcom,E
Discworld II: Mortality Bytes!,PS,1996,Adventure,Psygnosis,0.01,0.01,0,0,0.02,,,,,,
Uchi no 3 Shimai DS,DS,2008,Misc,Culture Brain,0,0,0.02,0,0.02,,,,,,
Airline Tycoon,PC,2000,Simulation,Interplay,0,0.01,0,0,0.02,,,8,9,Spellbound,E
Soul Eater: Monotone Princess,Wii,2008,Action,Square Enix,0,0,0.02,0,0.02,,,,,,
Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront,0,0,0.02,0,0.02,,,,,,
Kaleidoeve,PSV,2015,Adventure,HuneX,0,0,0.02,0,0.02,,,,,,
Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006,Action,Crave Entertainment,0.01,0,0,0,0.02,,,,,,
Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0,0.02,0,0,0.02,77,12,7.2,11,Revolution Software,T
My Ballet Studio,DS,2009,Simulation,505 Games,0.01,0,0,0,0.02,,,,,505 Games,E
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,Action,Hudson Soft,0,0,0.02,0,0.02,,,,,,
Moujuutsukai to Oujisama,PS2,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,,,
Rocksmith 2014 Edition Remastered,PS4,2016,Misc,Ubisoft,0.01,0,0,0,0.02,,,7.8,5,Ubisoft,T
Bomberman 2,DS,2008,Puzzle,Hudson Soft,0,0.01,0,0,0.02,,,,,,
Unreal Tournament 2004,PC,2004,Shooter,Atari,0,0.01,0,0,0.02,93,48,8.9,537,Epic Games,M
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007,Racing,Sunrise Interactive,0,0,0.02,0,0.02,,,,,,
Cube,PSP,2007,Puzzle,D3Publisher,0.02,0,0,0,0.02,60,18,,,Metia Interactive,E
Pirates of the Burning Sea,PC,2008,Role-Playing,Koch Media,0,0.01,0,0,0.02,76,30,7.6,61,Flying Lab Software,T
Just Cause,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02,75,21,7.3,206,Avalanche Studios,M
Army Men: Major Malfunction,XB,2006,Shooter,Global Star,0.01,0,0,0,0.02,36,6,4,5,Team 17,T
Dunamis 15,X360,2011,Adventure,5pb,0,0,0.02,0,0.02,,,,,,
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007,Misc,Gakken,0,0,0.02,0,0.02,,,,,,
Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,,,
Big Bass Fishing,PS,2002,Action,Take-Two Interactive,0,0,0.02,0,0.02,,,7.2,6,Coresoft,E
Storm Lover 2nd V,PSV,2016,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
Reine des Fleurs,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,0,0,0.02,0,0.02,,,,,,
Namco Museum 50th Anniversary (JP sales),PS2,2005,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0,0.01,0,0,0.02,38,5,,,Monkey Bar Games,E
The Haunted: Hell's Reach,PC,2011,Shooter,Visco,0.02,0,0,0,0.02,51,8,7.6,47,ValuSoft,M
Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02,56,36,5.4,105,Akella,T
The Longest Journey,PC,1999,Adventure,Empire Interactive,0,0.01,0,0,0.02,91,26,8.9,439,Funcom,M
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009,Role-Playing,Gust,0,0,0.02,0,0.02,,,,,,
Let's Pilates!,DS,2007,Misc,Konami Digital Entertainment,0.02,0,0,0,0.02,,,,,Vanpool,E
Irritating Stick,PS,1998,Action,Saurus,0.01,0.01,0,0,0.02,,,,,,
Chou!! Super Nep League DS,DS,2008,Sports,Jaleco,0,0,0.02,0,0.02,,,,,,
WTA Tour Tennis,GBA,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,66,9,,,Now Production,E
Lost: Via Domus,PC,2008,Action,Ubisoft,0,0.01,0,0,0.02,52,22,6,38,Ubisoft Montreal,T
Judge Dredd: Dredd Vs Death,XB,2003,Shooter,Vivendi Games,0.01,0,0,0,0.02,57,17,6.7,7,Rebellion,M
Rugby League Live 3,PS3,2015,Action,Tru Blu Entertainment,0,0.01,0,0,0.02,,,,,Big Ant Studios,
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,
Platypus,PSP,2006,Shooter,Funsta,0.02,0,0,0,0.02,59,14,,,Squashy Software,E
Davis Cup Tennis,GBA,2002,Sports,Ubisoft,0.01,0,0,0,0.02,59,9,,,Hokus Pokus,E
Pro Rally,GC,2002,Racing,Ubisoft,0.01,0,0,0,0.02,64,11,,,Ubisoft,E
Kimi ni Todoke: Sodateru Omoi,DS,2009,Adventure,Banpresto,0,0,0.02,0,0.02,,,,,,
Elven Legacy Collection,PC,2010,Strategy,Paradox Interactive,0,0.01,0,0,0.02,,,,,1C:Ino-Co,
Hands On! Tangrams,DS,2009,Puzzle,Storm City Games,0.02,0,0,0,0.02,,,,,,
Brave Story: Boku no Kioku to Negai,DS,2006,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Zombie Hunters 2,PS2,2006,Action,Essential Games,0,0,0.02,0,0.02,,,,,,
Memories Off #5: Encore,PS2,2007,Adventure,CyberFront,0,0,0.02,0,0.02,,,,,,
Custom Drive,PSP,2012,Action,D3Publisher,0,0,0.02,0,0.02,,,,,,
Dark Void,PC,2010,Action,Capcom,0,0.01,0,0,0.02,57,22,5.1,67,Airtight Games,T
LEGO Star Wars: The Video Game,PC,2005,Action,Eidos Interactive,0,0.01,0,0,0.02,,,,,,
Tsuyo Kiss 2 Gakki: Swift Love,PS2,2009,Adventure,Revolution (Japan),0,0,0.02,0,0.02,,,,,,
Konductra,DS,2006,Puzzle,O3 Entertainment,0.02,0,0,0,0.02,60,14,,,oeFun,E
Samurai Jack: The Shadow of Aku,GC,2004,Action,Sega,0.01,0,0,0,0.02,59,17,,,Adrenium,T
Cookie & Cream,DS,2007,Platform,505 Games,0.01,0,0,0,0.02,,,,,,
Winning Post 7 2013,PSV,2013,Sports,Tecmo Koei,0,0,0.02,0,0.02,,,,,,
The Incredibles: Rise of the Underminer,PC,2005,Action,THQ,0.01,0,0,0,0.02,65,5,,,Heavy Iron Studios,E10+
Psychedelica of the Black Butterfly,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02,,,,,,
Stronghold Legends,PC,2006,Strategy,Take-Two Interactive,0,0.01,0,0,0.02,57,19,7.2,44,FireFly Studios,T
Let's Yoga!,DS,2007,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,,Vanpool,E
Busou Renkin: Youkoso Papillon Park e,PS2,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02,,,,,,
Ore wa Shoujo Mangaka,PSP,2012,Action,Giza10,0,0,0.02,0,0.02,,,,,,
Emergency 2012,DS,2010,Simulation,Rondomedia,0,0.01,0,0,0.02,,,,,,
Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0,0,0.02,0,0.02,,,,,,
Exhibition Volume 6,XB,2004,Misc,Microsoft Game Studios,0.01,0,0,0,0.02,,,,,,
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Misc,Sega,0,0,0.02,0,0.02,,,,,,
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011,Misc,Disney Interactive Studios,0,0,0.02,0,0.02,,,,,,
Collar x Malice,PSV,2016,Action,Idea Factory,0,0,0.02,0,0.02,,,,,Otomate,
Kao the Kangaroo Round 2,GC,2005,Platform,JoWood Productions,0.01,0,0,0,0.02,57,7,,,Tate Interactive,E
The Dark Hills of Cherai,PC,2009,Puzzle,Unknown,0,0.01,0,0,0.02,,,,,ChaYoWo Games,
Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02,60,5,,,Boomzap,E10+
Zoey 101: Field Trip Fiasco,DS,2007,Action,THQ,0.02,0,0,0,0.02,31,4,,,THQ,E
Dream C Club: GoGo ,PS3,2014,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,,,
Usavichi: Game no Jikan,DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Summer Challenge: Athletics Tournament,Wii,2011,Sports,PQube,0,0.01,0,0,0.02,,,,,,
Battle Spirits: Hero's Soul,PSP,2010,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02,,,,,,
Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010,Misc,Alchemist,0,0,0.02,0,0.02,,,,,,
